cod;original;simplified
3748;Como quiera que había prohibición de abrir retretes, “salvo los conventos que tenían permiso de excusado”, las aguas menores y mayores se debían guardar en bacinilla y otros recipientes hasta llegada la conocida como «hora menguada» en la que era permitido tirarlos a la calle;Como quiera que había prohibición de abrir inodoro, “salvo los conventos que tenían permiso de excusado”, las aguas menores y mayores se debían guardar en bacinilla y otros recipientes hasta llegada la conocida como «hora menguada» en la que era permitido tirarlos a la calle
6871;El resultado: más de 130 recetas cardiosaludables para concienciar a la población de la necesidad de comer sano y 150.000 recetarios editados y distribuidos en los principales eventos relacionados con la salud y nutrición en España;El resultado: más de 130 recetas cardiosaludables para concienciar a la población de la necesidad de comer sano y 150.000 recetarios editados y distribuidos en los principales eventos relacionados con la salud y alimentación en España
2956;La Federación Española de Hemofilia (Fedhemo) ha recorrido hoy las sedes de las principales Administraciones públicas de la capital para concienciar a dichas instituciones sobre la realidad de las personas con hemofilia y otras coagulopatías congénitas y reivindicar el acceso a los últimos fármacos, entre ellos los factores de vida media prolongada, para todas las personas que puedan verse beneficiadas de estos fármacos, con independencia de su residencia.;La Federación Española de Hemofilia (Fedhemo) ha visitado hoy las sedes de las principales Administraciones públicas de la capital para concienciar a dichas instituciones sobre la realidad de las personas con hemofilia y otras coagulopatías congénitas y reivindicar el acceso a los últimos fármacos, entre ellos los factores de vida media prolongada, para todas las personas que puedan verse beneficiadas de estos fármacos, con independencia de su residencia.
6560;La planificación de este tipo de eventos ejercita la memoria y llena de satisfacción.;La planificación de este tipo de eventos ejercita la memoria y llena de  placer.
1371;En dicho acto, Santiago González Carrero ha sido proclamado nuevo Presidente de Mayores Telefónica, hasta ahora Vicepresidente de la Asociación;En dicho acto, Santiago González Carrero ha sido nombrado nuevo Presidente de Mayores Telefónica, hasta ahora Vicepresidente de la Asociación
1342;Por su parte, Belén Crespo hizo “un relato integrador” de la agenda 2030, que, dijo, es “transformadora, integradora y global” y se articula en torno a cinco grandes ejes: personas, planeta, paz, prosperidad y partenariado;Por su parte, Belén Crespo hizo “un exposición integrador” de la agenda 2030, que, dijo, es “transformadora, integradora y global” y se articula en torno a cinco grandes ejes: personas, planeta, paz, prosperidad y partenariado
8675;Infrecuente: pesadillas, parestesia, vÃ©rtigo.;Infrecuente: pesadillas, cosquilleo, mareo y vÃ©rtigo.
7734;Unión Democrática de Pensionistas y Jubilados de España (UDP), en colaboración con un grupo de entidades de mayores, representando a más de 2.000.000 de personas, estamos promoviendo la iniciativa #MayoresActivosEnCasa.;Unión Democrática de Pensionistas y Jubilados de España (UDP), en colaboración con un grupo de entidades de mayores, representando a más de 2.000.000 de personas, estamos  impulsando la iniciativa #MayoresActivosEnCasa.
2435;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades individuales de los usuarios.;La XVI Convención Nacional de Lares, que reúne en Cáceres a unos 150 profesionales del sector de los cuidados a personas en situación de dependencia, aborda la necesidad de mejorar la atención a los mayores en su entorno cotidiano, ya que el 80% manifiesta su deseo de seguir viviendo en sus casas, por lo que el reto del futuro está en adecuar esos cuidados a las necesidades personales de los usuarios.
1178;El tráfico intenso, las aceras en mal estado se suman a las dificultades funcionales propias del envejecimiento como la lentitud en los reflejos, la menor movilidad y la disminución de la agudeza visual y auditiva y provocan que las personas con más edad sean más susceptibles de sufrir un siniestro en las vías y sus consecuencias sean más graves.;El tráfico intenso, las aceras en mal estado se suman a las dificultades funcionales propias del envejecimiento como la lentitud en los reflejos, la menor movilidad y la disminución de la agudeza visual y auditiva y provocan que las personas con más edad sean más susceptibles de sufrir un accidente en las vías y sus consecuencias sean más graves.
488;Los Estados deben conseguir sinergias en la explotación eficiente, segura y ética”.;Los Estados deben conseguir sinergias en la explotación eficiente, segura y  correcta”.
3601;La experiencia de estos últimos cincuenta años de relaciones garantiza un futuro que se presenta aún más prometedor, con proyectos de cooperación para el desarrollo conjunto y el incremento en las relaciones de amistad entre Corea y España.;La experiencia de estos últimos cincuenta años de relaciones garantiza un futuro que se presenta aún más  halagüeño, con proyectos de cooperación para el desarrollo conjunto y el incremento en las relaciones de amistad entre Corea y España.
8928;Una reacciÃ³n adversa frecuente de irritaciÃ³n cutÃ¡nea fue el eritema.;Una alergia  frecuente de irritaciÃ³n cutÃ¡nea fue el enrojecimiento.
315;Ese enfoque integral se traduce en la realización de mediciones normalizadas sobre la población y sus eventos sociodemográficos, sus conductas con impacto en la salud, la morbi-mortalidad existente, la oferta y la demanda de servicios, la accesibilidad y la calidad de los mismos, el gasto y los resultados de salud, entre otros;Ese enfoque integral se traduce en la realización de mediciones normalizadas sobre la población y sus eventos sociodemográficos, sus hábitos con impacto en la salud, la morbi-mortalidad existente, la oferta y la demanda de servicios, la accesibilidad y la calidad de los mismos, el gasto y los resultados de salud, entre otros
1111;El 5 de noviembre se celebra el Día Internacional de las Personas Cuidadoras, fecha que quiere poner en valor la labor que realizan cada día los cuidadores y/o familiares de personas con discapacidad o dependencia para conseguir mayor bienestar y calidad de vida de las personas a las que cuidan.;El 5 de noviembre se celebra el Día Internacional de las Personas Cuidadoras, fecha que quiere poner en valor la trabajo que realizan cada día los cuidadores y/o familiares de personas con discapacidad o dependencia para conseguir mayor bienestar y calidad de vida de las personas a las que cuidan.
5750;La Red Nacional de Vigilancia Epidemiológica realiza la vigilancia de la gripe en España principalmente mediante el sistema de redes centinela de vigilancia de gripe.;La Red Nacional de Vigilancia Epidemiológica realiza la vigilancia de la gripe en España principalmente mediante el sistema de redes vigilancia de vigilancia de gripe.
2627;El objetivo del Plan nacional es prevenir y mitigar los efectos negativos que el calor excesivo puede tener sobre la salud de los ciudadanos, especialmente en los grupos de riesgo o más vulnerables, tales como personas mayores, mujeres gestantes, niños y enfermos crónicos, así como en las personas que trabajan o realizan esfuerzos al aire libre.;El objetivo del Plan nacional es prevenir y  calmar los efectos negativos que el calor excesivo puede tener sobre la salud de los ciudadanos, especialmente en los grupos de riesgo o más vulnerables, tales como personas mayores, mujeres gestantes, niños y enfermos crónicos, así como en las personas que trabajan o realizan esfuerzos al aire libre.
2076;La Orden contempla la posibilidad de que el usuario no tenga que adelantar el importe de los productos cuando se trate de personas con escasos recursos económicos o de productos de elevado importe, siendo competencia de las comunidades autónomas la definición del procedimiento de obtención de la prestación ortoprotésica.;La Orden contempla la posibilidad de que el usuario no tenga que adelantar el importe de los productos cuando se trate de personas con escasos recursos económicos o de productos de caros, siendo competencia de las comunidades autónomas la definición del procedimiento de obtención de la prestación ortoprotésica.
5849;Comprobar las condiciones meteorológicas;Comprobar las el tiempo
6933;Pese a que el prolapso ha de tratarse cuando produzca síntomas o cuando se vean alteraciones en el funcionamiento de los órganos pélvicos, se estima que más del 50% de las mujeres no van al especialista”, comenta el Dr;Pese a que el bajada ha de tratarse cuando produzca síntomas o cuando se vean alteraciones en el funcionamiento de los órganos pélvicos, se estima que más del 50% de las mujeres no van al especialista”, comenta el Dr
4325;Amigo Jesús, para empezar, ¿cómo te definirías –como escritor, como periodista o ambas cosas?;Amigo Jesús, para empezar, ¿cómo te definirías –como escritor, como periodista o las dos cosas?
7088;La intervención del docente Juan Siso se inserta en un modelo participativo que aportará soporte legal de estos asuntos y mostrará las distintas opciones dentro del terreno de la seguridad jurídica del centro y de sus profesionales.;La intervención del profesor Juan Siso se inserta en un modelo participativo que aportará soporte legal de estos asuntos y mostrará las distintas opciones dentro del terreno de la seguridad jurídica del centro y de sus profesionales.
7502;La xerostomía o boca seca es uno de los síntomas más frecuentes de la deshidratación, además de un efecto secundario de muchos fármacos;La xerostomía o boca seca es uno de los síntomas más frecuentes de la deshidratación, además de un efecto secundario de muchos  medicamentos
